"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max"
"2021-01-07","15002","Ames",31793,90,NA,NA,283.08118139213,NA,NA
"2021-01-07","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005
"2021-01-07","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084
"2021-01-07","27052","Ribas de Sil",947,0,NA,NA,0,NA,NA
"2021-01-07","36030","Mondariz",4440,NA,1,9,NA,22.5225225225225,202.702702702703
"2021-01-07","36044","Pontecesures",3052,12,NA,NA,393.184796854522,NA,NA
"2021-01-07","36015","Cuntis",4677,18,NA,NA,384.862091084028,NA,NA
"2021-01-07","27051","Ribadeo",9854,25,NA,NA,253.704079561599,NA,NA
"2021-01-07","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699
"2021-01-07","36009","A Cañiza",5180,NA,1,9,NA,19.3050193050193,173.745173745174
"2021-01-07","15042","Lousame",3338,13,NA,NA,389.454763331336,NA,NA
"2021-01-07","32026","Coles",3050,11,NA,NA,360.655737704918,NA,NA
"2021-01-07","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-01-07","36027","Meaño",5272,11,NA,NA,208.649468892261,NA,NA
"2021-01-07","32012","Os Blancos",766,NA,1,9,NA,130.548302872063,1174.93472584856
"2021-01-07","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227
"2021-01-07","15021","Carral",6408,38,NA,NA,593.008739076155,NA,NA
"2021-01-07","15082","Teo",18579,51,NA,NA,274.503471661553,NA,NA
"2021-01-07","32084","Verea",943,0,NA,NA,0,NA,NA
"2021-01-07","27019","Foz",9980,10,NA,NA,100.200400801603,NA,NA
"2021-01-07","32069","Ribadavia",5024,NA,1,9,NA,19.9044585987261,179.140127388535
"2021-01-07","15049","Moeche",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-07","32061","Piñor",1176,NA,1,9,NA,85.0340136054422,765.30612244898
"2021-01-07","32021","Castrelo do Val",984,NA,1,9,NA,101.626016260163,914.634146341463
"2021-01-07","27007","Begonte",3026,NA,1,9,NA,33.0469266358229,297.422339722406
"2021-01-07","36008","Cangas",26542,44,NA,NA,165.774998116193,NA,NA
"2021-01-07","15091","Vilarmaior",1226,NA,1,9,NA,81.5660685154976,734.094616639478
"2021-01-07","36034","As Neves",3841,NA,1,9,NA,26.0348867482426,234.313980734184
"2021-01-07","27020","Friol",3744,0,NA,NA,0,NA,NA
"2021-01-07","32072","A Rúa",4314,NA,1,9,NA,23.1803430690774,208.623087621697
"2021-01-07","32082","Trasmiras",1286,NA,1,9,NA,77.7604976671851,699.844479004666
"2021-01-07","15081","As Somozas",1098,0,NA,NA,0,NA,NA
"2021-01-07","15083","Toques",1124,NA,1,9,NA,88.9679715302491,800.711743772242
"2021-01-07","36055","Tui",16701,79,NA,NA,473.025567331298,NA,NA
"2021-01-07","27034","Navia de Suarna",1081,0,NA,NA,0,NA,NA
