"fecha","codigo_municipio","municipio","habitantes","casos_14d","casos_14d_min","casos_14d_max","IA14","IA14_min","IA14_max","casos_7d","casos_7d_min","casos_7d_max","IA7","IA7_min","IA7_max"
"2021-04-09","15002","Ames",31793,29,NA,NA,91.2150473374642,NA,NA,14,NA,NA,44.0348504387758,NA,NA
"2021-04-09","27006","Becerreá",2818,NA,1,9,NA,35.486160397445,319.375443577005,NA,1,9,NA,35.486160397445,319.375443577005
"2021-04-09","15038","Frades",2339,NA,1,9,NA,42.7533133817871,384.779820436084,0,NA,NA,0,NA,NA
"2021-04-09","27052","Ribas de Sil",947,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"2021-04-09","36030","Mondariz",4440,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"2021-04-09","36044","Pontecesures",3052,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"2021-04-09","36015","Cuntis",4677,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"2021-04-09","27051","Ribadeo",9854,NA,1,9,NA,10.148163182464,91.3334686421758,NA,1,9,NA,10.148163182464,91.3334686421758
"2021-04-09","32091","Vilardevós",1846,NA,1,9,NA,54.1711809317443,487.540628385699,0,NA,NA,0,NA,NA
"2021-04-09","36009","A Cañiza",5180,NA,1,9,NA,19.3050193050193,173.745173745174,NA,1,9,NA,19.3050193050193,173.745173745174
"2021-04-09","15042","Lousame",3338,NA,1,9,NA,29.9580587177951,269.622528460156,NA,1,9,NA,29.9580587177951,269.622528460156
"2021-04-09","32026","Coles",3050,NA,1,9,NA,32.7868852459016,295.081967213115,0,NA,NA,0,NA,NA
"2021-04-09","36902","Cerdedo-Cotobade",5699,NA,1,9,NA,17.5469380593087,157.922442533778,NA,1,9,NA,17.5469380593087,157.922442533778
"2021-04-09","36027","Meaño",5272,NA,1,9,NA,18.9681335356601,170.713201820941,NA,1,9,NA,18.9681335356601,170.713201820941
"2021-04-09","32012","Os Blancos",766,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"2021-04-09","32035","O Irixo",1466,NA,1,9,NA,68.212824010914,613.915416098227,0,NA,NA,0,NA,NA
"2021-04-09","15021","Carral",6408,14,NA,NA,218.476903870162,NA,NA,NA,1,9,NA,15.605493133583,140.449438202247
